rank,book_name,author,rating_value,rating_count,meta_score_num,number_of_voted_num,book_url,page,Cluster
1595.0,Remember Me,Lynda Renham,4.22,5691,465,5,https://www.goodreads.com/book/show/34680319-remember-me,16,1
1595.0,Small Great Things,Jodi Picoult,4.36,459693,465,6,https://www.goodreads.com/book/show/41021501-small-great-things,16,3
1595.0,Drama,Raina Telgemeier,4.18,166449,465,6,https://www.goodreads.com/book/show/13436373-drama,16,3
1599.0,Seducing the Myth,Lucy Felthouse,3.88,48,464,5,https://www.goodreads.com/book/show/12042088-seducing-the-myth,16,1
1599.0,"The Naturals (The Naturals, #1)",Jennifer Lynn Barnes,4.23,408655,464,6,https://www.goodreads.com/book/show/13597723-the-naturals,16,3
1601.0,Diary,Chuck Palahniuk,3.65,81819,463,5,https://www.goodreads.com/book/show/22284.Diary,17,0
1601.0,The Zima Confession,Iain M. Rodgers,4.22,88,463,5,https://www.goodreads.com/book/show/52591524-the-zima-confession,17,1
1601.0,The Balance of Time (Time Chain #2),Steven Decker,4.21,1005,463,5,https://www.goodreads.com/book/show/123138808-the-balance-of-time,17,1
1604.0,The Place That Gave,Emem Uko,4.43,130,462,5,https://www.goodreads.com/book/show/53344842-the-place-that-gave,17,1
1604.0,"Betrayal High (Zachary Blake Legal Thriller, #5)",Mark M. Bello,4.27,253,462,5,https://www.goodreads.com/book/show/54415724-betrayal-high,17,1
1606.0,"The Twelfth Card (Lincoln Rhyme, #6)",Jeffery Deaver,4.0,21336,461,5,https://www.goodreads.com/book/show/106312.The_Twelfth_Card,17,3
1606.0,"Pawn in Frankincense (The Lymond Chronicles, #4)",Dorothy Dunnett,4.61,4103,461,5,https://www.goodreads.com/book/show/360455.Pawn_in_Frankincense,17,1
1606.0,"Hello, Darkness",Sandra Brown,4.07,21655,461,6,https://www.goodreads.com/book/show/30381.Hello_Darkness,17,3
1606.0,"Wild Magic (Immortals, #1)",Tamora Pierce,4.31,83559,461,5,https://www.goodreads.com/book/show/13836.Wild_Magic,17,3
1606.0,"The Snake, the Crocodile and the Dog (Amelia Peabody, #7)",Elizabeth Peters,4.22,15171,461,5,https://www.goodreads.com/book/show/157857.The_Snake_the_Crocodile_and_the_Dog,17,3
1611.0,Emma in the Night,Wendy Walker,3.71,44084,460,5,https://www.goodreads.com/book/show/33574211-emma-in-the-night,17,0
1612.0,The Wives,Tarryn Fisher,3.65,245778,459,6,https://www.goodreads.com/book/show/43262893-the-wives,17,0
1613.0,"The Awakening (Darkest Powers, #2)",Kelley Armstrong,4.14,118581,458,5,https://www.goodreads.com/book/show/5391115-the-awakening,17,3
1613.0,"Last Sacrifice (Vampire Academy, #6)",Richelle Mead,4.36,302195,458,5,https://www.goodreads.com/book/show/6527740-last-sacrifice,17,3
1613.0,Of Human Bondage,W. Somerset Maugham,4.16,63204,458,6,https://www.goodreads.com/book/show/31548.Of_Human_Bondage,17,3
1613.0,Handle with Care,Jodi Picoult,4.01,141621,458,5,https://www.goodreads.com/book/show/3720975-handle-with-care,17,3
1617.0,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,4.35,755170,457,6,https://www.goodreads.com/book/show/10664113-a-dance-with-dragons,17,3
1617.0,The Odessa File (Odessa #1),Frederick Forsyth,4.15,65254,457,5,https://www.goodreads.com/book/show/149572.The_Odessa_File,17,3
1619.0,Let the Right One In,John Ajvide Lindqvist,4.03,123779,456,5,https://www.goodreads.com/book/show/943402.Let_the_Right_One_In,17,3
1619.0,Her Every Fear,Peter Swanson,3.75,38850,456,5,https://www.goodreads.com/book/show/29938032-her-every-fear,17,0
1619.0,"Rebel of the Sands (Rebel of the Sands, #1)",Alwyn Hamilton,3.95,67153,456,5,https://www.goodreads.com/book/show/24934065-rebel-of-the-sands,17,3
1622.0,Beowulf,Seamus Heaney,3.5,356039,455,5,https://www.goodreads.com/book/show/52357.Beowulf,17,0
1622.0,The Casual Vacancy,J.K. Rowling,3.31,339328,455,5,https://www.goodreads.com/book/show/13497818-the-casual-vacancy,17,0
1622.0,"The Trespasser (Dublin Murder Squad, #6)",Tana French,3.99,99894,455,5,https://www.goodreads.com/book/show/34267285-the-trespasser,17,3
1625.0,The Collector,John Fowles,3.97,101382,454,5,https://www.goodreads.com/book/show/243705.The_Collector,17,3
1625.0,"Summer Knight (The Dresden Files, #4)",Jim Butcher,4.26,165864,454,5,https://www.goodreads.com/book/show/91478.Summer_Knight,17,3
1625.0,"The Rosie Effect (Don Tillman, #2)",Graeme Simsion,3.64,144907,454,5,https://www.goodreads.com/book/show/23492671-the-rosie-effect,17,0
1628.0,Cujo,Stephen King,3.81,331555,453,5,https://www.goodreads.com/book/show/10603.Cujo,17,0
1628.0,Holly Jolly: Campfire Stories,JK Franko Junior,4.35,4339,453,5,https://www.goodreads.com/book/show/56071182-holly-jolly,17,1
1630.0,On Chesil Beach,Ian McEwan,3.63,105761,452,6,https://www.goodreads.com/book/show/815309.On_Chesil_Beach,17,0
1630.0,"Loves Music, Loves to Dance",Mary Higgins Clark,3.95,31220,452,6,https://www.goodreads.com/book/show/170650.Loves_Music_Loves_to_Dance,17,3
1630.0,"Soulless (Parasol Protectorate, #1)",Gail Carriger,3.9,115068,452,6,https://www.goodreads.com/book/show/6381205-soulless,17,3
1630.0,Thinner,Richard Bachman,3.78,232510,452,5,https://www.goodreads.com/book/show/10605.Thinner,17,0
1630.0,"The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making (Fairyland, #1)",Catherynne M. Valente,3.95,41967,452,5,https://www.goodreads.com/book/show/9591398-the-girl-who-circumnavigated-fairyland-in-a-ship-of-her-own-making,17,3
1630.0,Trigger Warning: Short Fictions and Disturbances,Neil Gaiman,3.91,63436,452,5,https://www.goodreads.com/book/show/22522808-trigger-warning,17,3
1630.0,"Fatal Identity (Remmich/Miller, #3)",Karl Braungart,4.36,742,452,5,https://www.goodreads.com/book/show/62686425-fatal-identity,17,1
1630.0,Death Comes as the End,Agatha Christie,3.84,29318,452,5,https://www.goodreads.com/book/show/121645.Death_Comes_as_the_End,17,0
1638.0,"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,4.11,390872,451,5,https://www.goodreads.com/book/show/18122.The_Amber_Spyglass,17,3
1638.0,Nausea,Jean-Paul Sartre,3.93,146750,451,5,https://www.goodreads.com/book/show/298275.Nausea,17,3
1638.0,"Cry, the Beloved Country",Alan Paton,3.93,81064,451,5,https://www.goodreads.com/book/show/6150.Cry_the_Beloved_Country,17,3
1641.0,"Blasphemy (Wyman Ford, #2)",Douglas Preston,3.75,12194,450,5,https://www.goodreads.com/book/show/1234704.Blasphemy,17,0
1641.0,Song of the Silent Snow,Hubert Selby Jr.,3.84,1496,450,5,https://www.goodreads.com/book/show/50273.Song_of_the_Silent_Snow,17,0
1641.0,The Nickel Boys,Colson Whitehead,4.25,324922,450,5,https://www.goodreads.com/book/show/42270835-the-nickel-boys,17,3
1641.0,"Innocent in Death (In Death, #24)",J.D. Robb,4.4,35356,450,5,https://www.goodreads.com/book/show/74033.Innocent_in_Death,17,3
1645.0,"The Blood Mirror (Lightbringer, #4)",Brent Weeks,4.32,54166,449,5,https://www.goodreads.com/book/show/29467232-the-blood-mirror,17,3
1646.0,Blood and Guts in High School,Kathy Acker,3.46,7459,448,5,https://www.goodreads.com/book/show/321950.Blood_and_Guts_in_High_School,17,0
1646.0,"The Nanny Diaries (Nanny, #1)",Emma McLaughlin,3.47,391659,448,6,https://www.goodreads.com/book/show/228333.The_Nanny_Diaries,17,0
1646.0,Razorblade Tears,S.A. Cosby,4.12,186567,448,6,https://www.goodreads.com/book/show/54860585-razorblade-tears,17,3
1646.0,"The Searcher (Cal Hooper, #1)",Tana French,3.81,176281,448,5,https://www.goodreads.com/book/show/52661162-the-searcher,17,0
1650.0,"Gone Tomorrow (Jack Reacher, #13)",Lee Child,4.19,120452,447,5,https://www.goodreads.com/book/show/4494917-gone-tomorrow,17,3
1650.0,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,4.44,1757290,447,5,https://www.goodreads.com/book/show/76706470-heir-of-fire,17,3
1650.0,Savvy Sage Online (Savvy Sage Online #1),Richard Sprout,4.19,223,447,5,https://www.goodreads.com/book/show/54501329-savvy-sage-online,17,1
1653.0,Americanah,Chimamanda Ngozi Adichie,4.31,425787,446,5,https://www.goodreads.com/book/show/15796700-americanah,17,3
1653.0,The Last Time I Lied,Riley Sager,3.99,240937,446,5,https://www.goodreads.com/book/show/36626748-the-last-time-i-lied,17,3
1653.0,Revolutionary Road,Richard Yates,3.94,95625,446,5,https://www.goodreads.com/book/show/48328.Revolutionary_Road,17,3
1653.0,"1st to Die (Women's Murder Club, #1)",James Patterson,4.1,365271,446,7,https://www.goodreads.com/book/show/13137.1st_to_Die,17,3
1657.0,"Splintered (Splintered, #1)",A.G. Howard,3.89,68232,445,5,https://www.goodreads.com/book/show/12558285-splintered,17,0
1657.0,"End of Days (Penryn & the End of Days, #3)",Susan Ee,4.05,74601,445,5,https://www.goodreads.com/book/show/18500665-end-of-days,17,3
1657.0,I Am Pilgrim,Terry Hayes,4.31,208289,445,6,https://www.goodreads.com/book/show/18144124-i-am-pilgrim,17,3
1657.0,"The Pillars of the Earth (Kingsbridge, #1)",Ken Follett,4.35,857215,445,5,https://www.goodreads.com/book/show/5043.The_Pillars_of_the_Earth,17,3
1657.0,A Is for Alibi (Kinsey Millhone #1),Sue Grafton,3.86,194723,445,6,https://www.goodreads.com/book/show/64863.A_Is_for_Alibi,17,0
1657.0,Monster,Walter Dean Myers,3.73,76254,445,5,https://www.goodreads.com/book/show/44184.Monster,17,0
1657.0,"The Law of Innocence (The Lincoln Lawyer, #6; Harry Bosch Universe #35)",Michael Connelly,4.36,82694,445,6,https://www.goodreads.com/book/show/51810799-the-law-of-innocence,17,3
1664.0,"Samantha's Revenge (Arcadia's Children, #1)",Andrew R. Williams,4.39,191,444,5,https://www.goodreads.com/book/show/34593324-samantha-s-revenge,17,1
1664.0,The Well House,M.S. Matassa,4.31,338,444,5,https://www.goodreads.com/book/show/20961995-the-well-house,17,1
1664.0,Quarantina,Wayne Tatum,4.32,102,444,5,https://www.goodreads.com/book/show/56647898-quarantina,17,1
1664.0,"Maisie Dobbs (Maisie Dobbs, #1)",Jacqueline Winspear,3.93,126612,444,5,https://www.goodreads.com/book/show/462033.Maisie_Dobbs,17,3
1668.0,Dead Babies,Martin Amis,3.37,6472,443,5,https://www.goodreads.com/book/show/18833.Dead_Babies,17,0
1668.0,Before We Were Yours,Lisa Wingate,4.4,758277,443,6,https://www.goodreads.com/book/show/32148570-before-we-were-yours,17,3
1670.0,"Theft of Swords (The Riyria Revelations, #1-2)",Michael J. Sullivan,4.23,79589,442,5,https://www.goodreads.com/book/show/10790290-theft-of-swords,17,3
1670.0,"Get the Boy, Own the Future",Gabriel F.W. Koch,4.3,802,442,5,https://www.goodreads.com/book/show/139788293-get-the-boy-own-the-future,17,1
1672.0,"Transfer of Power (Mitch Rapp, #3)",Vince Flynn,4.35,62261,441,5,https://www.goodreads.com/book/show/184655.Transfer_of_Power,17,3
1672.0,The Friend,Teresa Driscoll,4.01,32420,441,5,https://www.goodreads.com/book/show/35906836-the-friend,17,3
1672.0,"Broken Harbor (Dublin Murder Squad, #4)",Tana French,3.95,113443,441,6,https://www.goodreads.com/book/show/16171207-broken-harbor,17,3
1672.0,"Past Tense (Jack Reacher, #23)",Lee Child,4.07,80867,441,5,https://www.goodreads.com/book/show/34019122-past-tense,17,3
1676.0,The Best Short Stories of O. Henry,O. Henry,4.25,4451,440,5,https://www.goodreads.com/book/show/14467.The_Best_Short_Stories_of_O_Henry,17,1
1676.0,"The Scar (New Crobuzon, #2)",China Miéville,4.19,35552,440,5,https://www.goodreads.com/book/show/68497.The_Scar,17,3
1676.0,The Girl Before,J.P. Delaney,3.7,170841,440,6,https://www.goodreads.com/book/show/28016509-the-girl-before,17,0
1676.0,The Litigators,John Grisham,3.91,86923,440,5,https://www.goodreads.com/book/show/11600163-the-litigators,17,3
1680.0,Number the Stars,Lois Lowry,4.2,636481,439,5,https://www.goodreads.com/book/show/47281.Number_the_Stars,17,3
1680.0,"Forever Odd (Odd Thomas, #2)",Dean Koontz,3.98,82422,439,6,https://www.goodreads.com/book/show/16433.Forever_Odd,17,3
1680.0,What I Wish I Said: Confessions of a Columnist,Jaime Watt,4.28,289,439,5,https://www.goodreads.com/book/show/156699837-what-i-wish-i-said,17,1
1683.0,"Criminal (Will Trent, #6)",Karin Slaughter,4.28,78020,438,5,https://www.goodreads.com/book/show/12922320-criminal,17,3
1683.0,Kurintor Nyusi,Aaron-Michael Hall,4.37,114,438,5,https://www.goodreads.com/book/show/39282719-kurintor-nyusi,17,1
1683.0,"Tiger and the Robot (Chandler Gray, #1)",Grahame Shannon,4.37,248,438,5,https://www.goodreads.com/book/show/33560584-tiger-and-the-robot,17,1
1683.0,"Crossover (Cross your Heart and Die, #1)",Diane L. Kowalyshyn,4.29,187,438,5,https://www.goodreads.com/book/show/57169623-crossover,17,1
1683.0,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,4.09,818586,438,5,https://www.goodreads.com/book/show/13104080-unravel-me,17,3
1688.0,Jesus’ Son,Denis Johnson,4.12,43079,437,6,https://www.goodreads.com/book/show/608287.Jesus_Son,17,3
1688.0,Assuming Names: A Con Artist's Masquerade,Tanya Thompson,3.66,26635,437,5,https://www.goodreads.com/book/show/21449526-assuming-names,17,0
1688.0,"When Life Gives You Lululemons (The Devil Wears Prada, #3)",Lauren Weisberger,3.74,86635,437,5,https://www.goodreads.com/book/show/36373647-when-life-gives-you-lululemons,17,0
1688.0,The Scarlet Pimpernel,Emmuska Orczy,4.07,144059,437,5,https://www.goodreads.com/book/show/136116.The_Scarlet_Pimpernel,17,3
1692.0,Euphoria,Lily King,3.87,110144,436,5,https://www.goodreads.com/book/show/18467802-euphoria,17,0
1693.0,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,4.28,693341,433,5,https://www.goodreads.com/book/show/12000020-aristotle-and-dante-discover-the-secrets-of-the-universe,17,3
1693.0,Lady Chatterley’s Lover,D.H. Lawrence,3.5,142052,433,5,https://www.goodreads.com/book/show/32049.Lady_Chatterley_s_Lover,17,0
1693.0,"Finders Keepers (Bill Hodges Trilogy, #2)",Stephen King,4.07,197425,433,5,https://www.goodreads.com/book/show/23492589-finders-keepers,17,3
1693.0,A Long Way Down,Nick Hornby,3.44,92712,433,5,https://www.goodreads.com/book/show/10073.A_Long_Way_Down,17,0
1697.0,This Is How You Lose Her,Junot Díaz,3.74,100790,432,5,https://www.goodreads.com/book/show/13503109-this-is-how-you-lose-her,17,0
1697.0,"Fairest (The Lunar Chronicles, #3.5)",Marissa Meyer,3.94,159075,432,5,https://www.goodreads.com/book/show/22489107-fairest,17,3
1697.0,Ghettoside: A True Story of Murder in America,Jill Leovy,4.07,20200,432,5,https://www.goodreads.com/book/show/13153693-ghettoside,17,3
1700.0,"Blue Bloods (Blue Bloods, #1)",Melissa de la Cruz,3.7,144586,431,5,https://www.goodreads.com/book/show/872333.Blue_Bloods,17,0
1700.0,"The Concrete Blonde (Harry Bosch, #3; Harry Bosch Universe, #3)",Michael Connelly,4.24,82991,431,5,https://www.goodreads.com/book/show/49350.The_Concrete_Blonde,18,3
1700.0,The Thin Man,Dashiell Hammett,3.89,39436,431,6,https://www.goodreads.com/book/show/80616.The_Thin_Man,18,0
1700.0,"A Perilous Undertaking (Veronica Speedwell, #2)",Deanna Raybourn,4.08,35612,431,5,https://www.goodreads.com/book/show/30008834-a-perilous-undertaking,18,3
1700.0,Ice Hunt,James Rollins,4.06,19887,431,5,https://www.goodreads.com/book/show/294044.Ice_Hunt,18,3
1700.0,Saint Richard Parker,Merlin Franco,4.28,5695,431,5,https://www.goodreads.com/book/show/198132147-saint-richard-parker,18,1
1706.0,A Dark-Adapted Eye,Barbara Vine,3.93,10161,430,5,https://www.goodreads.com/book/show/83422.A_Dark_Adapted_Eye,18,0
1706.0,"The Devil Wears Prada (The Devil Wears Prada, #1)",Lauren Weisberger,3.82,951589,430,5,https://www.goodreads.com/book/show/5139.The_Devil_Wears_Prada,18,3
1706.0,East of Eden,John Steinbeck,4.46,718035,430,8,https://www.goodreads.com/book/show/4406.East_of_Eden,18,3
1706.0,"The Great Hunt (The Wheel of Time, #2)",Robert Jordan,4.27,366624,430,5,https://www.goodreads.com/book/show/233649.The_Great_Hunt,18,3
1706.0,The Dinner,Herman Koch,3.22,179635,430,6,https://www.goodreads.com/book/show/40718205-the-dinner,18,0
1706.0,Bonfire,Krysten Ritter,3.53,23913,430,5,https://www.goodreads.com/book/show/40718304-bonfire,18,0
1706.0,Not a Happy Family,Shari Lapena,3.78,226196,430,5,https://www.goodreads.com/book/show/56366617-not-a-happy-family,18,0
1713.0,Where the Red Fern Grows,Wilson Rawls,4.13,450279,429,5,https://www.goodreads.com/book/show/10365.Where_the_Red_Fern_Grows,18,3
1713.0,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,4.18,2677830,429,5,https://www.goodreads.com/book/show/76703559-throne-of-glass,18,3
1715.0,"Daughter of the Blood (The Black Jewels, #1)",Anne Bishop,4.02,44636,428,5,https://www.goodreads.com/book/show/47956.Daughter_of_the_Blood,18,3
1715.0,"Map of Bones (Sigma Force, #2)",James Rollins,4.08,63971,428,5,https://www.goodreads.com/book/show/92147.Map_of_Bones,18,3
1715.0,Tell the Wolves I'm Home,Carol Rifka Brunt,4.02,151488,428,5,https://www.goodreads.com/book/show/12875258-tell-the-wolves-i-m-home,18,3
1715.0,Behold the Dreamers,Imbolo Mbue,3.94,87506,428,5,https://www.goodreads.com/book/show/35259724-behold-the-dreamers,18,3
1715.0,Unaccustomed Earth,Jhumpa Lahiri,4.14,98059,428,5,https://www.goodreads.com/book/show/85301.Unaccustomed_Earth,18,3
1715.0,"Betrayal in Death (In Death, #12)",J.D. Robb,4.35,37453,428,6,https://www.goodreads.com/book/show/762064.Betrayal_in_Death,18,3
1715.0,"Firestarters: How Innovators, Instigators, and Initiators Can Inspire You to Ignite Your Own Life",Raoul Davis Jr.,4.29,4818,428,5,https://www.goodreads.com/book/show/33946361-firestarters,18,1
1715.0,Piranesi,Susanna Clarke,4.2,571149,428,5,https://www.goodreads.com/book/show/50202953-piranesi,18,3
1723.0,"The Absent One (Department Q, #2)",Jussi Adler-Olsen,3.89,51201,427,6,https://www.goodreads.com/book/show/13505130-the-absent-one,18,0
1723.0,"A Clean Kill in Tokyo (John Rain, #1)",Barry Eisler,3.99,19613,427,5,https://www.goodreads.com/book/show/925.A_Clean_Kill_in_Tokyo,18,3
1723.0,"The Andromeda Strain (Andromeda, #1)",Michael Crichton,3.91,276824,427,5,https://www.goodreads.com/book/show/7670.The_Andromeda_Strain,18,3
1723.0,Adjustment Day,Chuck Palahniuk,3.2,10249,427,5,https://www.goodreads.com/book/show/36349731-adjustment-day,18,0
1723.0,Romeo and Juliet,William Shakespeare,3.74,2887751,427,5,https://www.goodreads.com/book/show/18135.Romeo_and_Juliet,18,0
1723.0,Doctor Zhivago,Boris Pasternak,4.01,105451,427,5,https://www.goodreads.com/book/show/130440.Doctor_Zhivago,18,3
1723.0,"The Bourne Ultimatum (Jason Bourne, #3)",Robert Ludlum,4.08,68036,427,5,https://www.goodreads.com/book/show/31259.The_Bourne_Ultimatum,18,3
1723.0,"Stalker (Joona Linna, #5)",Lars Kepler,4.14,30309,427,5,https://www.goodreads.com/book/show/22554261-stalker,18,3
1723.0,Wit,Margaret Edson,4.14,17798,427,5,https://www.goodreads.com/book/show/171201.Wit,18,3
1732.0,"The Alloy of Law (Mistborn, #4)",Brandon Sanderson,4.19,312158,426,5,https://www.goodreads.com/book/show/10803121-the-alloy-of-law,18,3
1732.0,We Were the Lucky Ones,Georgia Hunter,4.42,208008,426,5,https://www.goodreads.com/book/show/30267929-we-were-the-lucky-ones,18,3
1732.0,"Bird Box (Bird Box, #1)",Josh Malerman,4.05,216915,426,5,https://www.goodreads.com/book/show/44646576-bird-box,18,3
1732.0,"The Elite (The Selection, #2)",Kiera Cass,3.94,896075,426,5,https://www.goodreads.com/book/show/16248068-the-elite,18,3
1732.0,"Caraval (Caraval, #1)",Stephanie Garber,3.97,974270,426,5,https://www.goodreads.com/book/show/27883214-caraval,18,3
1737.0,"The 39 Steps (Richard Hannay, #1)",John Buchan,3.59,48867,425,6,https://www.goodreads.com/book/show/153492.The_39_Steps,18,0
1737.0,"The Bear and the Nightingale (The Winternight Trilogy, #1)",Katherine Arden,4.08,244942,425,5,https://www.goodreads.com/book/show/25489134-the-bear-and-the-nightingale,18,3
1737.0,"Girls of Paper and Fire (Girls of Paper and Fire, #1)",Natasha Ngan,3.8,59828,425,5,https://www.goodreads.com/book/show/34433755-girls-of-paper-and-fire,18,0
1737.0,"Dark Fire (Matthew Shardlake, #2)",C.J. Sansom,4.3,33969,425,5,https://www.goodreads.com/book/show/138683.Dark_Fire,18,3
1737.0,Tell Me Your Dreams,Sidney Sheldon,3.99,56355,425,5,https://www.goodreads.com/book/show/43326.Tell_Me_Your_Dreams,18,3
1742.0,Eye of the Needle,Ken Follett,4.22,174064,424,5,https://www.goodreads.com/book/show/92364.Eye_of_the_Needle,18,3
1742.0,The Grim Reaper,William Hanna,4.32,161,424,5,https://www.goodreads.com/book/show/52445828-the-grim-reaper,18,1
1744.0,"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)",Terry Pratchett,4.27,86793,423,6,https://www.goodreads.com/book/show/34511.Monstrous_Regiment,18,3
1744.0,"Stalking Jack the Ripper (Stalking Jack the Ripper, #1)",Kerri Maniscalco,3.92,186890,423,6,https://www.goodreads.com/book/show/40727470-stalking-jack-the-ripper,18,3
1746.0,"The Mephisto Club (Rizzoli & Isles, #6)",Tess Gerritsen,4.03,52854,422,5,https://www.goodreads.com/book/show/32254.The_Mephisto_Club,18,3
1746.0,Don't Let Go,Harlan Coben,4.05,85113,422,5,https://www.goodreads.com/book/show/34001659-don-t-let-go,18,3
1746.0,The Sorrows of Young Werther,Johann Wolfgang von Goethe,3.7,163106,422,5,https://www.goodreads.com/book/show/16640.The_Sorrows_of_Young_Werther,18,0
1746.0,"Thrice the Brinded Cat Hath Mew'd (Flavia de Luce, #8)",Alan Bradley,3.99,24707,422,5,https://www.goodreads.com/book/show/26194013-thrice-the-brinded-cat-hath-mew-d,18,3
1750.0,"The Elfstones of Shannara (The Original Shannara Trilogy, #2)",Terry Brooks,3.99,74797,421,5,https://www.goodreads.com/book/show/189783.The_Elfstones_of_Shannara,18,3
1750.0,"Starcrossed (Starcrossed, #1)",Josephine Angelini,4.05,76183,421,5,https://www.goodreads.com/book/show/9462795-starcrossed,18,3
1750.0,"The Immortal Rules (Blood of Eden, #1)",Julie Kagawa,4.07,72707,421,5,https://www.goodreads.com/book/show/10215349-the-immortal-rules,18,3
1753.0,Flowers for Algernon,Daniel Keyes,4.25,841111,420,6,https://www.goodreads.com/book/show/18373.Flowers_for_Algernon,18,3
1753.0,Dear John,Nicholas Sparks,4.04,624069,420,5,https://www.goodreads.com/book/show/5526.Dear_John,18,3
1755.0,"The Sleeping Doll (Kathryn Dance, #1)",Jeffery Deaver,3.95,21566,419,5,https://www.goodreads.com/book/show/1050383.The_Sleeping_Doll,18,3
1755.0,Inferno,Dante Alighieri,4.03,212789,419,5,https://www.goodreads.com/book/show/15645.Inferno,18,3
1755.0,"The Faithful Spy (John Wells, #1)",Alex Berenson,4.03,18286,419,6,https://www.goodreads.com/book/show/341553.The_Faithful_Spy,18,3
1758.0,"The Wide Window (A Series of Unfortunate Events, #3)",Lemony Snicket,3.95,216083,418,5,https://www.goodreads.com/book/show/438492.The_Wide_Window,18,3
1758.0,Dandelion Wine,Ray Bradbury,4.09,81881,418,5,https://www.goodreads.com/book/show/50033.Dandelion_Wine,18,3
1758.0,"Moon Over Soho (Rivers of London, #2)",Ben Aaronovitch,4.08,76308,418,5,https://www.goodreads.com/book/show/10381195-moon-over-soho,18,3
1761.0,"The Fifth Witness (The Lincoln Lawyer, #4; Harry Bosch Universe, #23)",Michael Connelly,4.25,95751,416,5,https://www.goodreads.com/book/show/9681098-the-fifth-witness,18,3
1762.0,The Sculptress,Minette Walters,3.91,12025,415,5,https://www.goodreads.com/book/show/41325.The_Sculptress,18,0
1763.0,A Brief History of Time,Stephen W. Hawking,4.21,492949,414,5,https://www.goodreads.com/book/show/3869.A_Brief_History_of_Time,18,3
1763.0,"The Last Mile (Amos Decker, #2)",David Baldacci,4.24,108649,414,5,https://www.goodreads.com/book/show/26245853-the-last-mile,18,3
1763.0,"The Wrath and the Dawn (The Wrath and the Dawn, #1)",Renée Ahdieh,4.04,188253,414,5,https://www.goodreads.com/book/show/18798983-the-wrath-and-the-dawn,18,3
1766.0,"The Memoirs of Sherlock Holmes (Sherlock Holmes, #4)",Arthur Conan Doyle,4.29,108172,413,5,https://www.goodreads.com/book/show/194373.The_Memoirs_of_Sherlock_Holmes,18,3
1767.0,"Touch & Go (Tessa Leoni, #2; Detective D.D. Warren, #7)",Lisa Gardner,4.08,42126,412,5,https://www.goodreads.com/book/show/15811495-touch-go,18,3
1767.0,"Vampire Academy (Vampire Academy, #1)",Richelle Mead,4.1,688376,412,7,https://www.goodreads.com/book/show/345627.Vampire_Academy,18,3
1767.0,Bossypants,Tina Fey,3.96,1072676,412,5,https://www.goodreads.com/book/show/9418327-bossypants,18,3
1767.0,"The Doomsday Key (Sigma Force, #6)",James Rollins,4.18,31974,412,5,https://www.goodreads.com/book/show/5171894-the-doomsday-key,18,3
1771.0,Airframe,Michael Crichton,3.75,90982,411,5,https://www.goodreads.com/book/show/7667.Airframe,18,0
1771.0,Nine Stories,J.D. Salinger,4.18,150396,411,5,https://www.goodreads.com/book/show/4009.Nine_Stories,18,3
1771.0,Safe Haven,Nicholas Sparks,4.22,406851,411,5,https://www.goodreads.com/book/show/40603730-safe-haven,18,3
1774.0,"The Valley of Horses (Earth's Children, #2)",Jean M. Auel,4.05,98367,410,5,https://www.goodreads.com/book/show/40493.The_Valley_of_Horses,18,3
1774.0,"Game (I Hunt Killers, #2)",Barry Lyga,4.22,15035,410,5,https://www.goodreads.com/book/show/15790833-game,18,3
1776.0,The Distant Hours,Kate Morton,3.89,86474,409,5,https://www.goodreads.com/book/show/6746018-the-distant-hours,18,0
1776.0,Master of the Game,Sidney Sheldon,4.15,61358,409,6,https://www.goodreads.com/book/show/43330.Master_of_the_Game,18,3
1776.0,"The Scarecrow (Jack McEvoy, #2; Harry Bosch Universe, #20)",Michael Connelly,4.11,58455,409,5,https://www.goodreads.com/book/show/4527502-the-scarecrow,18,3
1776.0,Lexicon,Max Barry,3.9,41472,409,5,https://www.goodreads.com/book/show/16158596-lexicon,18,0
1776.0,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly Jackson,4.28,1918778,409,5,https://www.goodreads.com/book/show/40916679-a-good-girl-s-guide-to-murder,18,3
1781.0,"Are You There God? It’s Me, Margaret",Judy Blume,3.95,260662,408,5,https://www.goodreads.com/book/show/37732.Are_You_There_God_It_s_Me_Margaret,18,3
1781.0,"A Torch Against the Night (An Ember in the Ashes, #2)",Sabaa Tahir,4.21,207858,408,5,https://www.goodreads.com/book/show/25558608-a-torch-against-the-night,18,3
1781.0,The Dispossessed: An Ambiguous Utopia,Ursula K. Le Guin,4.26,162375,408,5,https://www.goodreads.com/book/show/13651.The_Dispossessed,18,3
1781.0,"Winter (The Lunar Chronicles, #4)",Marissa Meyer,4.41,320242,408,5,https://www.goodreads.com/book/show/13206900-winter,18,3
1781.0,Cleopatra's Daughter,Michelle Moran,4.12,31337,408,5,https://www.goodreads.com/book/show/6340471-cleopatra-s-daughter,18,3
